STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,PRICE_TYPE,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,NA_STO,ACTIVITY,SECTOR,ACCOUNTS,INDEX_TYPE,PRICES,VINDEX_TYPE,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,IFS_FLAG,REFERENCE_PERIOD_REPORTED,COMPUTATIONAL_NOTE,CONFIDENTIALITY_STATUS
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2018,12819238439.25591,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2019,12711683135.35078,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2020,10157955763.47267,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2021,11944430330.25646,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2022,13243675148.60968,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2023,13647445585.37574,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BHS,B1GQ,Q,XDC,A,2024,14108530975.721,0,,,,,,,,,FB,,,O,OL,true,2018,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2000,17851682450.788,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2001,18284284683.323,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2002,19203516650.621,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2003,19946142991.117,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2004,21207789912.436,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2005,22034295629.834,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2006,23227236371.017,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2007,24588147560.076,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2008,25926199913.387,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2009,25147260506.798,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2010,25364953262,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2011,25608332072.341,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2012,25397873029.625,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2013,25994687100.373,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2014,26294626214.251,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2015,27421122249.575,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2016,28310185854.913,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2017,29228596282.831,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2018,30347760423.664,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2019,31223551959.952,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2020,30282132688.822,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2021,32520479724.951,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2022,33895059676.31,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2023,34571060835.27,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2024,35686599869.972,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BIH,B1GQ,Q,XDC,A,2025,36446231830.893,0,,,,,,,,,L,,,O,OL,true,2010,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1981,31689048265.7728,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1982,32956612557.1036,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1983,34373747627.9681,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1984,35404955902.883,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1985,36006843628.455,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1986,37305335360.8063,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1987,38345305464.8835,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1988,40380746476.4316,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1989,41593111244.0396,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1990,40653248442.999,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1991,40165409461.6828,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1992,36309530153.3613,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1993,33550005861.7059,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1994,29624655175.8862,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1995,26340948510.3382,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1996,27072070606.3432,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1997,30167367299.6305,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1998,32714062134.916,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,1999,33811148582.1238,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2000,35758805572.9354,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2001,37448567450.3771,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2002,39337688139.9126,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2003,42108427977.4439,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2004,46929711122.2446,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2005,51360200570.3482,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2006,56495186589.2478,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2007,61380470553.3636,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2008,67670946827.8289,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2009,67781594433.6905,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2010,73028433404.0537,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2011,77076914872.5796,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2012,78411417811.9471,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2013,79214338815.4889,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2014,80579270000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2015,77493430000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2016,75535600000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2017,77448300000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2018,122319700000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2019,124089000000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2020,123254200000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2021,126260200000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2022,193741000000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2023,201735800000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2024,210511300000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLR,B1GQ,Q,XDC,A,2025,213143200000,0,,,,,,,,,L,,,O,OL,true,2022,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1963,209968616.726,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1964,224344349.066541,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1965,236336736.95098,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1966,252081155.739468,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1967,263327271.464047,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1968,277090729.2608,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1969,292656164.472955,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1970,307960017.068142,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1971,328744442.14606,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1972,343573663.56429,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1973,341808176.207825,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1974,373587794.959188,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1975,376059548.871201,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1976,373587794.959188,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1977,389124584.986808,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1978,419844885.283216,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1979,439954911.573383,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1980,462011020.087977,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1981,463001362.073143,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1982,428041173.401775,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1983,454046981.323528,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1984,505500649.430355,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1985,498328979.741834,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1986,534581974.144528,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1987,652172861.769782,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1988,723005007.365135,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1989,834880332.809785,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1990,1091681941.15027,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1991,1073973925.24848,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1992,1999301748.92323,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1993,2121431140.0812,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1994,2095022406.46834,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1995,2227064296.01336,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1996,2221622474.2516,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1997,2280170874.34674,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1998,2354256882.45925,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,1999,2500687259.62354,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2000,2682937429.43558,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2001,2865709465.47628,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2002,3112654654.43638,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2003,3278011308.67659,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2004,3445159229.3305,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2005,3540853204.1235,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2006,3889803825.50189,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2007,3688197501.77867,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2008,3844428933.53429,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2009,3984994344.46993,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2010,3988859287.96556,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2011,3768747082.40756,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2012,4054167179.14735,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2013,4081861877.579,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2014,4277631947.15331,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2015,4171607185.09043,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2016,4128182918.86508,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2017,4019742498.13337,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2018,4367023498.88743,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2019,4536755073.62308,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2020,3800862485.9766,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2021,4528854707.0369,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2022,4944617444.59945,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2023,5375402522.26964,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BLZ,B1GQ,Q,XDC,A,2024,5447261372.85623,,,,,,,,,,FB,,,O,OL,true,2014,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2017,317358607607.536,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2018,326460721538.77,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2019,331379573957.669,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2020,289229974719.308,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2021,318236854879.207,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2022,330162756790.284,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2023,338470615166.654,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BOL,B1GQ,Q,XDC,A,2024,334670615469.989,0,,,,,,,,,FB,,,O,OL,true,2017,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,1996,721585900000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,1997,746082700000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,1998,748605200000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,1999,752108200000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2000,785110300000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2001,796022500000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2002,820328800000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2003,829687300000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2004,877477000000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2005,905575000000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2006,941453800000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2007,998598800000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2008,1049469400000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2009,1048149000000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2010,1127056100000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2011,1171850000000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2012,1194363300000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2013,1230251800000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2014,1236451800000,0,,,,,,,,,L,,,O,OL,true,1995,,F
dataflow,IMF.STA:ANEA(6.0.1),R,BRA,B1GQ,Q,XDC,A,2015,1192610100000,0,,,,,,,,,L,,,O,OL,true,1995,,F
