STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,PRICE_TYPE,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,NA_STO,ACTIVITY,SECTOR,ACCOUNTS,INDEX_TYPE,PRICES,VINDEX_TYPE,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,IFS_FLAG,REFERENCE_PERIOD_REPORTED,COMPUTATIONAL_NOTE,CONFIDENTIALITY_STATUS
dataflow,IMF.STA:ANEA(6.0.1),R,ABW,B1GQ,V,XDC,A,,,0,,,,,,,,,,,,,OL,true,,,
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2010,703502531481,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2011,837851306084,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2012,1007958858324,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2013,1102256428235,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2014,1116352636770,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2015,1143356665610,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2016,1236815285544,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2017,1294844692237,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2018,1359224725733,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2019,1505967415663,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2020,1534965529361,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2021,1251171760018,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2022,1283441410645,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2023,1357275000000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AFG,B1GQ,V,XDC,A,2024,1280568000000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2002,753573719667.664,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2003,1517650932902.59,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2004,2255447871725.2,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2005,3608095308860.73,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2006,4713881568312.93,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2007,5602449613116.55,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2008,7412577530307.44,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2009,6481521799561,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2010,8781308453843.74,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2011,11793661418056,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2012,13706611875100,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2013,14840760473745.5,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2014,16165667821145.9,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2015,15807317332586.6,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2016,18781815985150,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2017,23200798623986.4,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2018,28873391111132.3,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2019,34538508018021.2,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2020,38466148275131.2,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2021,53277982458701.4,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2022,65586149318801.3,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2023,78322351898136.3,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AGO,B1GQ,V,XDC,A,2024,101910674907423,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AIA,B1GQ,V,XDC,A,,,0,,,,,,,,,FB,,,,OL,true,,,
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,1995,272403839525,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,1996,340638672445,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,1997,341273846208,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,1998,396415636388,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,1999,455041870700,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2000,518774395481,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2001,589461332190,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2002,639384003832,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2003,706459015050,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2004,766224328031,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2005,829521457537,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2006,903669691723,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2007,1012573127397,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2008,1119284534918,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2009,1177341032765,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2010,1262378453647,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2011,1317840214196,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2012,1331802698445,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2013,1356283368910,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2014,1402214446136,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2015,1449315980941,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2016,1500338582443,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2017,1577599142217,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2018,1661121261383,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2019,1707582540883,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2020,1662252907030,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2021,1870218284476,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2022,2150557763494,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2023,2365186429503,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2024,2517279142435,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ALB,B1GQ,V,XDC,A,2025,2648505277879,0,,,,,,,,,L,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2010,2357260000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2011,2340640000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2012,2196390000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2013,2145450000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2014,2190190000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2015,2241990000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2016,2322830000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2017,2358960000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2018,2433080000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2019,2530320000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2020,2354800000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2021,2593870000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2022,2883660000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2023,3193160000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,AND,B1GQ,V,XDC,A,2024,3393301083,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2010,1130161739966.621,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2011,1354715597227.542,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2012,1442534345614.002,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2013,1504375630595.723,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2014,1560576850747.651,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2015,1402796340171.726,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2016,1401856448660.489,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2017,1481358168449.556,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2018,1617956611609.644,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2019,1593594038124.731,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2020,1311676623356.447,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2021,1551415609747.079,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2022,1878129003548.378,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2023,1919330280703.133,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARE,B1GQ,V,XDC,A,2024,2028413265379.592,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2004,485115200000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2005,582538200000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2006,715904300000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2007,896980200000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2008,1149646100000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2009,1247929300000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2010,1661720900000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2011,2179024100000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2012,2637913800000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2013,3348308500000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2014,4579086400000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2015,5954510900000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2016,8228159600000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2017,10660228500000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2018,14744810700000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2019,21558444100000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2020,27209814100000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2021,46219083500000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2022,82810045500000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2023,193946178600000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2024,584377011000000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARG,B1GQ,V,XDC,A,2025,850239798200000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1993,3897000074.33209,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1994,187064700000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1995,522256300000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1996,661209000000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1997,804335600000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1998,955384800000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,1999,987443700000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2000,1031338300000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2001,1175876800000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2002,1362471700000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2003,1624642700000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2004,1907945430000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2005,2242880900000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2006,2656189800000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2007,3149283400000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2008,3568227600000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2009,3141651000000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2010,3460202700000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2011,3777945600000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2012,4266460500000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2013,4555638200000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2014,4828626300000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2015,5043633200000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2016,5067293500000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2017,5564493300000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2018,6017035200000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2019,6543321800000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2020,6181902600000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2021,6991777800000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2022,8501449400000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2023,9492514300000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2024,10249769900000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ARM,B1GQ,V,XDC,A,2025,11342692700000,0,,,,,,,,,Y,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2000,2231200000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2001,2161300000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2002,2198830000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2003,2312270000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2004,2483270000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2005,2762000000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2006,3125690000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2007,3544450000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2008,3699190000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2009,3316490000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2010,3101490000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2011,3459610000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2012,3583190000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2013,3578650000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2014,3722840000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2015,3881940000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2016,4022170000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2017,4134110000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2018,4486130000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2019,4658450000,0,,,,,,,,,FB,,,O,OL,true,,,F
dataflow,IMF.STA:ANEA(6.0.1),R,ATG,B1GQ,V,XDC,A,2020,3809150000,0,,,,,,,,,FB,,,O,OL,true,,,F
