STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,EXRATE,STATISTICAL_MEASURES,TRANSFORMATION,DERIVATION_TYPE,OVERLAP,IFS_FLAG,STATUS
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1947,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1948,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1949,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1950,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1951,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1952,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1953,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1954,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1955,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1956,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1957,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1958,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1959,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1960,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1961,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1962,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1963,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1964,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1965,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1966,0.85714,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1967,0.869045,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1968,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1969,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1970,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1971,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1972,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1973,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1974,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1975,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1976,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1977,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1978,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1979,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1980,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1981,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1982,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1983,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1984,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1985,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1986,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1987,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1988,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1989,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1990,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1991,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1992,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1993,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1994,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1995,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1996,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1997,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1998,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,1999,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2000,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2001,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2002,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2003,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2004,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2005,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2006,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2007,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2008,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2009,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2010,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2011,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2012,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2013,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2014,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2015,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2016,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2017,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2018,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2019,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2020,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2021,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2022,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2023,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2024,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BMU,XDC_USD,PA_RT,A,2025,1,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1950,0.00000006,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1951,0.00000006,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1952,0.00000006,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1953,0.00000019,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1954,0.00000019,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1955,0.00000019,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1956,0.00000776,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1957,0.00000833,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1958,0.0000096975,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1959,0.00001188,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1960,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1961,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1962,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1963,0.00001188,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1964,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1965,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1966,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1967,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1968,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1969,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1970,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1971,0.00001188,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1972,0.000013295,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1973,0.00002001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1974,0.00002001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1975,0.00002001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1976,0.00002001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1977,0.00002001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1978,0.00002001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1979,0.00002040333333333333,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1980,0.00002452,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1981,0.00002452,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1982,0.00006407166666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1983,0.00023163,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1984,0.003135909166666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1985,0.4400290083333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1986,1.921958333333333,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1987,2.05485,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1988,2.350241666666666,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1989,2.691683333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1990,3.17265,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1991,3.580608333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1992,3.900516666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1993,4.265083333333335,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1994,4.620516666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1995,4.800341666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1996,5.0746125,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1997,5.254258333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1998,5.510133333333335,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,1999,5.812408333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2000,6.183541666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2001,6.606916666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2002,7.170000000000002,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2003,7.659166666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2004,7.936266666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2005,8.066062499999998,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2006,8.011616666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2007,7.85124516125,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2008,7.238320698916665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2009,7.02,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2010,7.016666666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2011,6.936962499999998,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2012,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2013,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2014,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2015,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2016,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2017,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2018,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2019,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2020,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2021,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2022,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2023,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2024,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BOL,XDC_USD,PA_RT,A,2025,6.91,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1950,0.00000000000000822231890578776,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1951,0.00000000000000822231890578776,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1952,0.00000000000000822231890578776,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1953,0.0000000000000186084055119239,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1954,0.0000000000000263979707910913,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1955,0.0000000000000307255070572954,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1956,0.000000000000030292753430675,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1957,0.00000000000003303352639927088,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1958,0.00000000000005593340588005978,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1959,0.00000000000006527367172674252,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1960,0.00000000000008099705334969945,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1961,0.0000000000001168434788268823,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1962,0.0000000000001677641554870912,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1963,0.0000000000002488693976761998,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1964,0.000000000000542023917053559,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1965,0.0000000000008216548853465912,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1966,0.000000000000960713051097307,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1967,0.000000000001152603221340616,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1968,0.000000000001469595252767934,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1969,0.000000000001763362839638755,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1970,0.000000000001987853783448092,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1971,0.000000000002288220863124874,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1972,0.000000000002567960019932748,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1973,0.000000000002650940527837212,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1974,0.0000000000029383610615176,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1975,0.000000000003516844471938495,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1976,0.00000000000461870733099062,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1977,0.00000000000612086729455843,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1978,0.000000000007819749844191372,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1979,0.00000000001166069072006302,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1980,0.00000000002281231892444434,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1981,0.0000000000403001093531326,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1982,0.00000000007768544271710992,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1983,0.0000000002497181722211352,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1984,0.0000000007997413239741378,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1985,0.000000002683242340845918,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1986,0.000000005909682267492505,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1987,0.00000001697630782458403,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1988,0.00000011354767374037,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1989,0.000001226387434737437,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1990,0.00002955726789426992,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1991,0.0001759614430860239,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1992,0.001953023522488111,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1993,0.038276610926673,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1994,0.6646835140705768,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1995,0.9176666666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1996,1.0051,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1997,1.077991666666666,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1998,1.160516666666667,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,1999,1.813932846572129,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,2000,1.829423122075611,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,2001,2.34963170932244,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,BRA,XDC_USD,PA_RT,A,2002,2.920363017755192,0,,,,,,R,OL,true,
