STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,EXRATE,STATISTICAL_MEASURES,TRANSFORMATION,DERIVATION_TYPE,OVERLAP,IFS_FLAG,STATUS
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1977,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1978,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1979,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1980,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1981,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1982,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1983,46.4387280455991,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1984,46.4387280726884,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1985,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1986,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1987,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1988,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1989,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1990,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1991,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1992,46.4387280920379,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1993,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1994,46.4387280920379,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1995,49.83833333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1996,46.8375,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1997,50.57,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1998,41.5075,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,1999,41.9025,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2000,40.9025,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2001,48.591908993784,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2002,61.75416666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2003,59.37883333333335,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2004,54.90583333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2005,57.09583333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2006,58.01333333333335,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2007,61.27222222222222,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2008,63.2075,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2009,68.28666666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2010,71.40333333333332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2011,72.22666666666668,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2012,73.51477207977208,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2013,77.52,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2014,83.8925,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2015,86.1883665716999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2016,94.4272435897436,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2017,112.7066666666666,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2018,144.0555758012821,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2019,186.4297445510718,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2020,191.5179576434626,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2021,166.1537007524419,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2022,152.9337568400222,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2023,174.9559827835145,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBR,XDC_USD,PA_RT,A,2024,191.3066666666667,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1950,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1951,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1952,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1953,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1954,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1955,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1956,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1957,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1958,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1959,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1960,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1961,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1962,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1963,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1964,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1965,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1966,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1967,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1968,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1969,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1970,0.357142999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1971,0.356325749,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1972,0.328946999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1973,0.300025999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1974,0.296050999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1975,0.296050999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1976,0.296050999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1977,0.296050999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1978,0.296050999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1979,0.296050999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1980,0.296050749,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1981,0.296051749,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1982,0.296052999,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1983,0.2960529990833332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1984,0.2960529995833332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1985,0.296053,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1986,0.3153958025392342,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1987,0.29702864435075,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1988,0.285766198804,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1989,0.29960165611425,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1990,0.283177189703,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1991,0.2807283172785,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1992,0.2815533541245832,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1993,0.3043702187903162,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1994,0.3483682101377735,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1995,0.4181449343498075,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1996,0.4367997692149025,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1997,0.4608661153115455,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1998,0.467574437452601,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,1999,0.4638107686199745,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2000,0.5121896133083332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2001,0.6050642536233332,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2002,1.270679173973333,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2003,1.29294412808415,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2004,1.304966144267666,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2005,1.308384823915917,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2006,1.313571624790666,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2007,1.262644867678333,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2008,1.223562393418673,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2009,1.25353448862568,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2010,1.266789410013162,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2011,1.224152494603456,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2012,1.261659638214844,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2013,1.271691821117742,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2014,1.272402067188878,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2015,1.381209859621029,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2016,1.390368678898334,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2017,1.393820010823496,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2018,1.364966666666667,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2019,1.398262897369278,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2020,1.388666683464652,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2021,4.514425,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2022,4.813175,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2023,4.812883333333335,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2024,4.832208333333335,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LBY,XDC_USD,PA_RT,A,2025,5.302566666666665,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1950,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1951,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1952,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1953,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1954,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1955,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1956,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1957,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1958,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1959,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1960,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1961,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1962,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1963,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1964,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1965,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1966,1.71429000071429,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1967,1.76190833409524,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1968,2.000000001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1969,2.000000001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1970,2.000000001,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1971,1.97487273321145,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1972,1.92127814947601,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1973,1.95921923598161,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1974,2.05323240851763,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1975,2.16979583233333,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1976,2.61467083283333,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1977,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1978,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1979,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1980,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1981,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1982,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1983,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1984,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1985,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1986,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1987,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1988,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1989,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1990,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1991,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1992,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1993,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1994,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1995,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1996,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1997,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1998,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,1999,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2000,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2001,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2002,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2003,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2004,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2005,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2006,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2007,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2008,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2009,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2010,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2011,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2012,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2013,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2014,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2015,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2016,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2017,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2018,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2019,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2020,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2021,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2022,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2023,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2024,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LCA,XDC_USD,PA_RT,A,2025,2.7,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1924,,0,,,,,,R,OL,true,T
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1950,4.37295000337295,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1951,4.37295000337295,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1952,4.37295000337295,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1953,4.37295000337295,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1954,4.37295000337295,0,,,,,,R,OL,true,
dataflow,IMF.STA:ER(4.0.1),R,LIE,XDC_USD,PA_RT,A,1955,4.37295000337295,0,,,,,,R,OL,true,
