"ref_area","source","indicator","sex","classif1","time","obs_value"
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2005",1493.774
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2005",325.455
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2005",1168.318
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2005",1512.435
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2005",403.508
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2005",1108.927
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2004",2980.284
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2004",728.562
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2004",2251.722
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2004",1469.743
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2004",322.915
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2004",1146.827
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2004",1510.542
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2004",405.647
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2004",1104.895
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2003",2946.13
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2003",725.794
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2003",2220.336
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2003",1440.52
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2003",319.122
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2003",1121.398
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2003",1505.61
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2003",406.672
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2003",1098.938
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2002",2907.509
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2002",721.63
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2002",2185.879
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2002",1408.711
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2002",314.622
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2002",1094.088
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2002",1498.799
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2002",407.008
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2002",1091.791
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2001",2869.84
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2001",700.497
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2001",2169.343
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2001",1393.171
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2001",304.518
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2001",1088.653
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2001",1476.669
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2001",395.978
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2001",1080.69
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2000",2847.017
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2000",681.26
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2000",2165.758
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2000",1385.01
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2000",295.34
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2000",1089.67
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2000",1462.007
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2000",385.919
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2000",1076.087
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1999",2801.307
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1999",662.464
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1999",2138.843
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1999",1363.178
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1999",286.584
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1999",1076.594
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1999",1438.129
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1999",375.88
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1999",1062.249
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1998",2744.847
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1998",643.86
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1998",2100.987
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1998",1334.606
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1998",277.855
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1998",1056.751
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1998",1410.241
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1998",366.005
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1998",1044.236
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1997",2706.039
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1997",626.534
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1997",2079.505
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1997",1315.292
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1997",269.62
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1997",1045.672
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1997",1390.747
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1997",356.915
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1997",1033.833
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1996",2661.217
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1996",609.29
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1996",2051.927
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1996",1291.897
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1996",261.35
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1996",1030.547
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1996",1369.32
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1996",347.94
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1996",1021.38
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1995",2590.225
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1995",591.449
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1995",1998.776
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1995",1254.159
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1995",253.112
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1995",1001.048
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1995",1336.066
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1995",338.337
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1995",997.729
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1994",2521.257
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1994",573.817
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1994",1947.44
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1994",1217.383
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1994",244.92
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1994",972.463
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1994",1303.874
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1994",328.897
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1994",974.977
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1993",2449.61
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1993",555.289
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1993",1894.321
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1993",1179.323
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1993",236.363
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1993",942.96
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1993",1270.287
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1993",318.926
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1993",951.361
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1992",2379.009
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1992",537.135
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1992",1841.875
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1992",1141.842
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1992",227.932
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1992",913.91
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1992",1237.167
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1992",309.203
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1992",927.964
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","1991",2307.912
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","1991",518.806
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","1991",1789.106
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","1991",1104.496
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","1991",219.561
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","1991",884.935
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","1991",1203.416
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","1991",299.245
"GIN","XA:2068","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","1991",904.171
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2027",799.489
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2027",166.743
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2027",632.746
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2027",410.582
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2027",90.16
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2027",320.422
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2027",388.907
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2027",76.583
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2027",312.323
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2026",776.634
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2026",162.22
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2026",614.415
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2026",398.638
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2026",87.663
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2026",310.975
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2026",377.997
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2026",74.557
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2026",303.44
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2025",754.624
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2025",158.093
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2025",596.531
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2025",386.759
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2025",85.297
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2025",301.462
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2025",367.866
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2025",72.796
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2025",295.069
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2024",732.688
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2024",154.046
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2024",578.642
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2024",374.894
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2024",82.956
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2024",291.938
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2024",357.793
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2024",71.089
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2024",286.704
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2023",711.048
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2023",150.826
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2023",560.222
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2023",365.429
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2023",81.883
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2023",283.546
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2023",345.619
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2023",68.943
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2023",276.677
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2022",693.292
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2022",148.759
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2022",544.533
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2022",357.175
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2022",81.101
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2022",276.074
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2022",336.116
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2022",67.658
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2022",268.458
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2021",671.837
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2021",145.235
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2021",526.602
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2021",346.486
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2021",79.632
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2021",266.854
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2021",325.352
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2021",65.604
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2021",259.748
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2020",654.519
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2020",142.905
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2020",511.614
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2020",338.48
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2020",78.751
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2020",259.729
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2020",316.039
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2020",64.154
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2020",251.885
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2019",645.213
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2019",144.15
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2019",501.062
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2019",333.49
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2019",78.98
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2019",254.51
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2019",311.722
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2019",65.17
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2019",246.552
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2018",629.483
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2018",142.886
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2018",486.598
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2018",326.682
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2018",78.809
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2018",247.873
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2018",302.801
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2018",64.077
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE25","2018",238.724
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE15","2017",604.57
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_Y15-24","2017",138.659
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_T","AGE_YTHADULT_YGE25","2017",465.911
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE15","2017",317.365
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_Y15-24","2017",77.648
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_M","AGE_YTHADULT_YGE25","2017",239.717
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_YGE15","2017",287.205
"GMB","XA:2075","EMP_2EMP_SEX_AGE_NB","SEX_F","AGE_YTHADULT_Y15-24","2017",61.011
