country,country_name,iso3,year,quarter,time,period,t,realGDPsa_usd_pa_empl,y,tau,y_raw
COL,Colombia,COL,2019,4,2019.75,2019-Q4,2019q4,0.0044660253026259,-1.5960067145020034,-3.8152497454656107,-5.411256459967614
COL,Colombia,COL,2020,1,2020.0,2020-Q1,2020q1,0.0045528473764178,-1.5777957857393128,-3.8142066589943626,-5.392002444733675
COL,Colombia,COL,2020,2,2020.25,2020-Q2,2020q2,0.0047177349808954,-1.4742381288183797,-3.8821883426730164,-5.356426471491396
COL,Colombia,COL,2020,3,2020.5,2020-Q3,2020q3,0.0046978403644552,-1.5332580785726573,-3.8273942942189545,-5.360652372791612
COL,Colombia,COL,2020,4,2020.75,2020-Q4,2020q4,0.0046117640642065,-1.5608561685654787,-3.8182886662554183,-5.379144834820897
COL,Colombia,COL,2021,1,2021.0,2021-Q1,2021q1,0.0046367261808939,-1.5744592631453669,-3.799287463088877,-5.373746726234244
COL,Colombia,COL,2021,2,2021.25,2021-Q2,2021q2,0.0045917102064859,-1.5892596215143504,-3.7942431087856,-5.38350273029995
COL,Colombia,COL,2021,3,2021.5,2021-Q3,2021q3,0.0047494931244483,-1.5577959863245177,-3.7919213909475182,-5.349717377272036
COL,Colombia,COL,2021,4,2021.75,2021-Q4,2021q4,0.004913447742846,-1.5321546684245635,-3.7836247272174144,-5.315779395641978
COL,Colombia,COL,2022,1,2022.0,2022-Q1,2022q1,0.0047915742630241,-1.5582087323828842,-3.7826875330083403,-5.340896265391224
COL,Colombia,COL,2022,2,2022.25,2022-Q2,2022q2,0.0047793970033232,-1.5613485381597214,-3.7820923522090077,-5.343440890368729
COL,Colombia,COL,2022,3,2022.5,2022-Q3,2022q3,0.0047951932140373,-1.5579487909218948,-3.782192485638369,-5.340141276560264
COL,Colombia,COL,2022,4,2022.75,2022-Q4,2022q4,0.0047318145118032,-1.5719650473348161,-3.7814814849885647,-5.353446532323381
COL,Colombia,COL,2023,1,2023.0,2023-Q1,2023q1,0.0047345220388494,-1.5702094004003562,-3.7826650992036,-5.352874499603956
COL,Colombia,COL,2023,2,2023.25,2023-Q2,2023q2,0.004643529677278,-1.5913810875749674,-3.780899408049487,-5.372280495624454
COL,Colombia,COL,2023,3,2023.5,2023-Q3,2023q3,0.0045848279530187,-1.6042908933495585,-3.7807118045063346,-5.385002697855893
COL,Colombia,COL,2023,4,2023.75,2023-Q4,2023q4,0.0046577183473539,-1.5904573850761903,-3.7787721907052205,-5.369229575781411
COL,Colombia,COL,2024,1,2024.0,2024-Q1,2024q1,0.0047017967429497,-1.5840545399610604,-3.775756017623659,-5.359810557584719
COL,Colombia,COL,2024,2,2024.25,2024-Q2,2024q2,0.0046881350832817,-1.5917340060148315,-3.770986406414534,-5.362720412429366
COL,Colombia,COL,2024,3,2024.5,2024-Q3,2024q3,0.0046321308257692,-1.6095618582479543,-3.765176436957072,-5.374738295205026
COL,Colombia,COL,2024,4,2024.75,2024-Q4,2024q4,0.0046709461905562,-1.6042579336061378,-3.7621356838204347,-5.3663936174265725
COL,Colombia,COL,2025,1,2025.0,2025-Q1,2025q1,0.0046271756353352,-1.617967831351438,-3.757840779633255,-5.375808610984693
COL,Colombia,COL,2025,2,2025.25,2025-Q2,2025q2,0.0046397297656589,-1.6202365976016506,-3.7528625569980663,-5.373099154599717
COL,Colombia,COL,2025,3,2025.5,2025-Q3,2025q3,0.0046684144699156,-1.618709170197048,-3.7482266086888907,-5.366935778885939
COL,Colombia,COL,2025,4,2025.75,2025-Q4,2025q4,0.0046134549311385,-1.6316265398213936,-3.747151720080949,-5.378778259902343
CRI,Costa Rica,CRI,1995,1,1995.0,1995-Q1,1995q1,0.0039835738302376,-1.2715013467166703,-4.254074568586735,-5.525575915303405
CRI,Costa Rica,CRI,1995,2,1995.25,1995-Q2,1995q2,0.0039190185444616,-1.2914738212096406,-4.2504402066290705,-5.541914027838711
CRI,Costa Rica,CRI,1995,3,1995.5,1995-Q3,1995q3,0.0038844167150023,-1.3034313977647765,-4.24735104637809,-5.550782444142866
CRI,Costa Rica,CRI,1995,4,1995.75,1995-Q4,1995q4,0.0038546000002211,-1.3140685527271865,-4.244419485914777,-5.558488038641963
CRI,Costa Rica,CRI,1996,1,1996.0,1996-Q1,1996q1,0.0040293014833529,-1.2730873520001627,-4.241074895239452,-5.514162247239614
CRI,Costa Rica,CRI,1996,2,1996.25,1996-Q2,1996q2,0.0039846374622978,-1.288152561890075,-4.237156384572403,-5.525308946462478
CRI,Costa Rica,CRI,1996,3,1996.5,1996-Q3,1996q3,0.0040148669880458,-1.2810533452814683,-4.236697715606429,-5.517751060887897
CRI,Costa Rica,CRI,1996,4,1996.75,1996-Q4,1996q4,0.0040260154272682,-1.2848787984806247,-4.230099321381617,-5.514978119862242
CRI,Costa Rica,CRI,1997,1,1997.0,1997-Q1,1997q1,0.0038549150033604,-1.33097452939362,-4.227431791231235,-5.558406320624855
CRI,Costa Rica,CRI,1997,2,1997.25,1997-Q2,1997q2,0.0039233013469437,-1.3264647228967625,-4.214357076375103,-5.540821799271866
CRI,Costa Rica,CRI,1997,3,1997.5,1997-Q3,1997q3,0.0039303882245518,-1.3293581910892387,-4.2096588820174015,-5.53901707310664
CRI,Costa Rica,CRI,1997,4,1997.75,1997-Q4,1997q4,0.0040074535288157,-1.3134071759754953,-4.206192093625781,-5.519599269601276
CRI,Costa Rica,CRI,1998,1,1998.0,1998-Q1,1998q1,0.003961875314173,-1.3205273180871666,-4.21051048353961,-5.531037801626777
CRI,Costa Rica,CRI,1998,2,1998.25,1998-Q2,1998q2,0.0039237332029203,-1.3294958935423766,-4.211215837148984,-5.540711730691361
CRI,Costa Rica,CRI,1998,3,1998.5,1998-Q3,1998q3,0.0039176797562529,-1.3337836271740589,-4.2084720721621,-5.542255699336159
CRI,Costa Rica,CRI,1998,4,1998.75,1998-Q4,1998q4,0.0039788952786405,-1.3204556471527429,-4.206295419243004,-5.526751066395747
CRI,Costa Rica,CRI,1999,1,1999.0,1999-Q1,1999q1,0.0040324029549428,-1.305433546272913,-4.207959267711823,-5.513392813984736
CRI,Costa Rica,CRI,1999,2,1999.25,1999-Q2,1999q2,0.0040769864488212,-1.2977298548598482,-4.2046673241020285,-5.502397178961877
CRI,Costa Rica,CRI,1999,3,1999.5,1999-Q3,1999q3,0.0040780612545098,-1.3040224279367516,-4.198111158282587,-5.502133586219339
CRI,Costa Rica,CRI,1999,4,1999.75,1999-Q4,1999q4,0.0041101152988253,-1.3059019140755357,-4.188402283549777,-5.494304197625313
CRI,Costa Rica,CRI,2000,1,2000.0,2000-Q1,2000q1,0.0041601432070305,-1.2978835863065914,-4.184322194227946,-5.482205780534537
CRI,Costa Rica,CRI,2000,2,2000.25,2000-Q2,2000q2,0.0041372119081183,-1.3064350225323134,-4.181298147628699,-5.487733170161012
CRI,Costa Rica,CRI,2000,3,2000.5,2000-Q3,2000q3,0.0041372253157066,-1.3092307035391375,-4.17849922589675,-5.487729929435887
CRI,Costa Rica,CRI,2000,4,2000.75,2000-Q4,2000q4,0.0041509728983827,-1.3112214605324848,-4.173191078337019,-5.4844125388695035
CRI,Costa Rica,CRI,2001,1,2001.0,2001-Q1,2001q1,0.0040406527921834,-1.337912465199505,-4.173436552638961,-5.511349017838466
CRI,Costa Rica,CRI,2001,2,2001.25,2001-Q2,2001q2,0.0040272302660689,-1.3408610872982436,-4.1738153309007995,-5.514676418199043
CRI,Costa Rica,CRI,2001,3,2001.5,2001-Q3,2001q3,0.0040453121110888,-1.335648947871797,-4.174547623851253,-5.51019657172305
CRI,Costa Rica,CRI,2001,4,2001.75,2001-Q4,2001q4,0.0040464752889854,-1.3391781001319893,-4.17073097567771,-5.509909075809699
CRI,Costa Rica,CRI,2002,1,2002.0,2002-Q1,2002q1,0.0040717734138048,-1.3426780978225166,-4.160998548399518,-5.503676646222035
CRI,Costa Rica,CRI,2002,2,2002.25,2002-Q2,2002q2,0.0041234512074224,-1.3378665885367873,-4.153198206030584,-5.491064794567372
CRI,Costa Rica,CRI,2002,3,2002.5,2002-Q3,2002q3,0.0041222808851932,-1.3413278831252704,-4.150020772771553,-5.491348655896823
CRI,Costa Rica,CRI,2002,4,2002.75,2002-Q4,2002q4,0.0041211618146146,-1.3461559308844233,-4.145464230650573,-5.491620161534996
CRI,Costa Rica,CRI,2003,1,2003.0,2003-Q1,2003q1,0.0041274293291212,-1.3486747347050532,-4.141425769568831,-5.490100504273884
CRI,Costa Rica,CRI,2003,2,2003.25,2003-Q2,2003q2,0.004156763042503,-1.3464307038846233,-4.136587918495714,-5.483018622380337
CRI,Costa Rica,CRI,2003,3,2003.5,2003-Q3,2003q3,0.0041788440509175,-1.3492226212458265,-4.128497992287372,-5.477720613533198
CRI,Costa Rica,CRI,2003,4,2003.75,2003-Q4,2003q4,0.0042011865754937,-1.352964588546584,-4.119423687072228,-5.472388275618812
CRI,Costa Rica,CRI,2004,1,2004.0,2004-Q1,2004q1,0.0042901019004659,-1.3403588370457875,-4.111085956256169,-5.451444793301956
CRI,Costa Rica,CRI,2004,2,2004.25,2004-Q2,2004q2,0.0043214173154981,-1.3414694245442167,-4.102702423697901,-5.444171848242117
CRI,Costa Rica,CRI,2004,3,2004.5,2004-Q3,2004q3,0.0043072000157749,-1.3516602244237825,-4.095807009867689,-5.447467234291471
CRI,Costa Rica,CRI,2004,4,2004.75,2004-Q4,2004q4,0.0043436958401174,-1.3548744787933256,-4.084155238397759,-5.439029717191085
CRI,Costa Rica,CRI,2005,1,2005.0,2005-Q1,2005q1,0.004175820858641,-1.4005144397086706,-4.077929887448277,-5.478444327156947
CRI,Costa Rica,CRI,2005,2,2005.25,2005-Q2,2005q2,0.0041901497803787,-1.4095382610761815,-4.065480537503734,-5.4750187985799155
CRI,Costa Rica,CRI,2005,3,2005.5,2005-Q3,2005q3,0.0042310525977794,-1.4062266456167185,-4.059077830180438,-5.465304475797157
CRI,Costa Rica,CRI,2005,4,2005.75,2005-Q4,2005q4,0.0042757790523772,-1.4053229992749197,-4.04946595944698,-5.4547889587219
CRI,Costa Rica,CRI,2006,1,2006.0,2006-Q1,2006q1,0.0042828969956432,-1.4118765373754947,-4.041249092843926,-5.453125630219421
CRI,Costa Rica,CRI,2006,2,2006.25,2006-Q2,2006q2,0.0043597978847663,-1.4013349345529207,-4.0339946448477555,-5.435329579400676
CRI,Costa Rica,CRI,2006,3,2006.5,2006-Q3,2006q3,0.0044266326446107,-1.393207514628581,-4.026908594708328,-5.420116109336909
CRI,Costa Rica,CRI,2006,4,2006.75,2006-Q4,2006q4,0.0045447068586966,-1.3766873196821416,-4.017104731287111,-5.393792050969252
CRI,Costa Rica,CRI,2007,1,2007.0,2007-Q1,2007q1,0.0044367871930204,-1.408287823123552,-4.009536946518625,-5.417824769642177
CRI,Costa Rica,CRI,2007,2,2007.25,2007-Q2,2007q2,0.0045201124230941,-1.3978542093654953,-4.0013642037158625,-5.399218413081358
CRI,Costa Rica,CRI,2007,3,2007.5,2007-Q3,2007q3,0.004557463269686,-1.3984705793042056,-3.9925185314516303,-5.390989110755836
CRI,Costa Rica,CRI,2007,4,2007.75,2007-Q4,2007q4,0.0046373225241867,-1.3900212436347954,-3.983596877863246,-5.373618121498041
CRI,Costa Rica,CRI,2008,1,2008.0,2008-Q1,2008q1,0.0047189619073864,-1.3742661390186974,-3.9819002994309596,-5.356166438449657
CRI,Costa Rica,CRI,2008,2,2008.25,2008-Q2,2008q2,0.0046815466241789,-1.3855343537287306,-3.978592394666867,-5.364126748395598
CRI,Costa Rica,CRI,2008,3,2008.5,2008-Q3,2008q3,0.0047100327362833,-1.3764802968253758,-3.981580123773969,-5.358060420599345
CRI,Costa Rica,CRI,2008,4,2008.75,2008-Q4,2008q4,0.004665311735385,-1.3722831320579822,-3.995317490552026,-5.367600622610008
CRI,Costa Rica,CRI,2009,1,2009.0,2009-Q1,2009q1,0.0046520152918938,-1.359704164824385,-4.010750592341259,-5.3704547571656445
CRI,Costa Rica,CRI,2009,2,2009.25,2009-Q2,2009q2,0.0046886694835825,-1.3586039918312593,-4.004002437140827,-5.362606428972087
CRI,Costa Rica,CRI,2009,3,2009.5,2009-Q3,2009q3,0.0047669846074077,-1.3538095638491487,-3.992231767904877,-5.346041331754026
CRI,Costa Rica,CRI,2009,4,2009.75,2009-Q4,2009q4,0.0048514050971214,-1.3430182754928524,-3.985468629751267,-5.3284869052441195
CRI,Costa Rica,CRI,2010,1,2010.0,2010-Q1,2010q1,0.0049058642226334,-1.3364136960245419,-3.9809103132822243,-5.317324009306766
CRI,Costa Rica,CRI,2010,2,2010.25,2010-Q2,2010q2,0.0049380165450849,-1.344185779311195,-3.9666057581895937,-5.310791537500789
CRI,Costa Rica,CRI,2010,3,2010.5,2010-Q3,2010q3,0.0049141391886988,-1.354901860246783,-3.9607368201089788,-5.315638680355762
CRI,Costa Rica,CRI,2010,4,2010.75,2010-Q4,2010q4,0.0049885385638289,-1.3488630695089165,-3.9517492155856404,-5.300612285094557
CRI,Costa Rica,CRI,2011,1,2011.0,2011-Q1,2011q1,0.0051563237832502,-1.317588474762009,-3.949942923742827,-5.267531398504836
CRI,Costa Rica,CRI,2011,2,2011.25,2011-Q2,2011q2,0.0053121285119193,-1.2945495354682799,-3.9432131388764726,-5.2377626743447525
CRI,Costa Rica,CRI,2011,3,2011.5,2011-Q3,2011q3,0.0052037659309332,-1.3204768387038337,-3.9378958593227056,-5.258372698026539
CRI,Costa Rica,CRI,2011,4,2011.75,2011-Q4,2011q4,0.0050618004653464,-1.3482379313781312,-3.937795104403702,-5.286033035781833
CRI,Costa Rica,CRI,2012,1,2012.0,2012-Q1,2012q1,0.004902143338944,-1.3813361982516605,-3.936746555141414,-5.318082753393075
CRI,Costa Rica,CRI,2012,2,2012.25,2012-Q2,2012q2,0.0049659252148271,-1.3701256078877724,-3.935030043560548,-5.30515565144832
CRI,Costa Rica,CRI,2012,3,2012.5,2012-Q3,2012q3,0.0049960401625148,-1.3679670905817054,-3.931142557235305,-5.29910964781701
CRI,Costa Rica,CRI,2012,4,2012.75,2012-Q4,2012q4,0.0051276264507251,-1.3468893691948116,-3.9262230378446903,-5.273112407039502
