country,country_name,iso3,year,quarter,time,period,t,realGDPsa_usd_pa_empl,y,y_us
EGY,"Egypt, Arab Rep.",EGY,2023,1,2023.0,2023-Q1,2023q1,0.0036007875808728,-2.1647382618141564,-3.4618644231684557
EGY,"Egypt, Arab Rep.",EGY,2023,2,2023.25,2023-Q2,2023q2,0.0035706170641248,-2.175202150102547,-3.4598147009305986
EGY,"Egypt, Arab Rep.",EGY,2023,3,2023.5,2023-Q3,2023q3,0.0033721113253854,-2.240756250074129,-3.451459974667641
EGY,"Egypt, Arab Rep.",EGY,2023,4,2023.75,2023-Q4,2023q4,0.0034831940391738,-2.2169075357154595,-3.442898043077472
EGY,"Egypt, Arab Rep.",EGY,2024,1,2024.0,2024-Q1,2024q1,0.0032752569075725,-2.2831117055351915,-3.4382472623760774
EGY,"Egypt, Arab Rep.",EGY,2024,2,2024.25,2024-Q2,2024q2,0.0033510356563653,-2.267383625161839,-3.4311022046068733
EGY,"Egypt, Arab Rep.",EGY,2024,3,2024.5,2024-Q3,2024q3,0.0033007283983358,-2.2887392747155193,-3.424872833382328
EGY,"Egypt, Arab Rep.",EGY,2024,4,2024.75,2024-Q4,2024q4,0.0032955278262303,-2.2960425188214795,-3.4191464149805246
ESP,Spain,ESP,1995,1,1995.0,1995-Q1,1995q1,0.0191321551852245,-0.05982054384461,-3.896564298061107
ESP,Spain,ESP,1995,2,1995.25,1995-Q2,1995q2,0.0191140642692595,-0.06441061249652424,-3.892920253229181
ESP,Spain,ESP,1995,3,1995.5,1995-Q3,1995q3,0.0190994868608352,-0.07155374439051032,-3.8865400658247964
ESP,Spain,ESP,1995,4,1995.75,1995-Q4,1995q4,0.0191377294668187,-0.0744373878818485,-3.881656139760222
ESP,Spain,ESP,1996,1,1996.0,1996-Q1,1996q1,0.019117594398272,-0.08049334925712914,-3.8766528460072065
ESP,Spain,ESP,1996,2,1996.25,1996-Q2,1996q2,0.0191278791090759,-0.08970339029343233,-3.866904978655335
ESP,Spain,ESP,1996,3,1996.5,1996-Q3,1996q3,0.0190156256658187,-0.0976740329942345,-3.864820201345753
ESP,Spain,ESP,1996,4,1996.75,1996-Q4,1996q4,0.0189215494298477,-0.10839928956046974,-3.859054535395882
ESP,Spain,ESP,1997,1,1997.0,1997-Q1,1997q1,0.0189596068289265,-0.10733999910237912,-3.858104520138859
ESP,Spain,ESP,1997,2,1997.25,1997-Q2,1997q2,0.0190170139495049,-0.11478641979241822,-3.8476348096916952
ESP,Spain,ESP,1997,3,1997.5,1997-Q3,1997q3,0.0190486537850844,-0.11992320115765054,-3.8408356461984763
ESP,Spain,ESP,1997,4,1997.75,1997-Q4,1997q4,0.0190815294258171,-0.12244868411599708,-3.8365857734727253
ESP,Spain,ESP,1998,1,1998.0,1998-Q1,1998q1,0.0190500816955018,-0.13313627536211525,-3.8275476135787225
ESP,Spain,ESP,1998,2,1998.25,1998-Q2,1998q2,0.019103790428703,-0.13674386029384467,-3.8211246515601
ESP,Spain,ESP,1998,3,1998.5,1998-Q3,1998q3,0.019027682228675,-0.14956653761419947,-3.8122938631331165
ESP,Spain,ESP,1998,4,1998.75,1998-Q4,1998q4,0.0190134960587363,-0.1611583789285138,-3.8014478541633805
ESP,Spain,ESP,1999,1,1999.0,1999-Q1,1999q1,0.01888108869983,-0.17323970730434635,-3.7963547484370403
ESP,Spain,ESP,1999,2,1999.25,1999-Q2,1999q2,0.0188052198122484,-0.18374874743980207,-3.7898720506562644
ESP,Spain,ESP,1999,3,1999.5,1999-Q3,1999q3,0.0188280352226346,-0.19165277505852663,-3.7807555096283063
ESP,Spain,ESP,1999,4,1999.75,1999-Q4,1999q4,0.0187891139327214,-0.20521355721214052,-3.76926406577789
ESP,Spain,ESP,2000,1,2000.0,2000-Q1,2000q1,0.0188314913051035,-0.1902928846203511,-3.781931856469562
ESP,Spain,ESP,2000,2,2000.25,2000-Q2,2000q2,0.0187850483395055,-0.20823631367767348,-3.766457712978382
ESP,Spain,ESP,2000,3,2000.5,2000-Q3,2000q3,0.018728733262989,-0.21306440299252838,-3.764631993268185
ESP,Spain,ESP,2000,4,2000.75,2000-Q4,2000q4,0.0187074074325415,-0.2152004362373483,-3.763635277931574
ESP,Spain,ESP,2001,1,2001.0,2001-Q1,2001q1,0.0187380209388599,-0.20914555522993306,-3.768055058769466
ESP,Spain,ESP,2001,2,2001.25,2001-Q2,2001q2,0.0187548782692901,-0.2185047218943441,-3.7577966641487146
ESP,Spain,ESP,2001,3,2001.5,2001-Q3,2001q3,0.0187213116337103,-0.21847806636745526,-3.7596146781164084
ESP,Spain,ESP,2001,4,2001.75,2001-Q4,2001q4,0.0186857289072224,-0.22620892093522826,-3.753786285582818
ESP,Spain,ESP,2002,1,2002.0,2002-Q1,2002q1,0.0185516679094606,-0.24384659822986565,-3.7433489814842353
ESP,Spain,ESP,2002,2,2002.25,2002-Q2,2002q2,0.0185130415930352,-0.24986112546371597,-3.73941871882049
ESP,Spain,ESP,2002,3,2002.5,2002-Q3,2002q3,0.0184836656682325,-0.2520934505548529,-3.738774423213636
ESP,Spain,ESP,2002,4,2002.75,2002-Q4,2002q4,0.0184642561043735,-0.25501938806475444,-3.7368991302170524
ESP,Spain,ESP,2003,1,2003.0,2003-Q1,2003q1,0.0184547115374859,-0.25558221171871365,-3.736853361492301
ESP,Spain,ESP,2003,2,2003.25,2003-Q2,2003q2,0.0182992934172363,-0.27140836012521197,-3.72948447083496
ESP,Spain,ESP,2003,3,2003.5,2003-Q3,2003q3,0.0182358083963028,-0.29215439821175293,-3.7122137253671927
ESP,Spain,ESP,2003,4,2003.75,2003-Q4,2003q4,0.0182122429220996,-0.29939574568187455,-3.7062654773432384
ESP,Spain,ESP,2004,1,2004.0,2004-Q1,2004q1,0.0182061892165489,-0.30387439285939966,-3.7021192830062644
ESP,Spain,ESP,2004,2,2004.25,2004-Q2,2004q2,0.0182725493393002,-0.3053025645423588,-3.697052816876722
ESP,Spain,ESP,2004,3,2004.5,2004-Q3,2004q3,0.0181873711207158,-0.31453296755689797,-3.692494852664845
ESP,Spain,ESP,2004,4,2004.75,2004-Q4,2004q4,0.0180400795934062,-0.3293253823491189,-3.685833969956932
ESP,Spain,ESP,2005,1,2005.0,2005-Q1,2005q1,0.0178803789836713,-0.34645472060043225,-3.6775965929061973
ESP,Spain,ESP,2005,2,2005.25,2005-Q2,2005q2,0.0177634269757637,-0.3503946914331002,-3.6802189082524106
ESP,Spain,ESP,2005,3,2005.5,2005-Q3,2005q3,0.0177257848690274,-0.3543810283595392,-3.678353898844701
ESP,Spain,ESP,2005,4,2005.75,2005-Q4,2005q4,0.0177452279330805,-0.3567680762300163,-3.6748705718175594
ESP,Spain,ESP,2006,1,2006.0,2006-Q1,2006q1,0.0178048315763282,-0.3614254621089579,-3.666859959535092
ESP,Spain,ESP,2006,2,2006.25,2006-Q2,2006q2,0.0178055629606943,-0.359331316183225,-3.668913028445211
ESP,Spain,ESP,2006,3,2006.5,2006-Q3,2006q3,0.0178298597769781,-0.35547117150261753,-3.671409540078576
ESP,Spain,ESP,2006,4,2006.75,2006-Q4,2006q4,0.0178314871731344,-0.35724426923635955,-3.669545172872611
ESP,Spain,ESP,2007,1,2007.0,2007-Q1,2007q1,0.0178408431208529,-0.3567306317463448,-3.66953426106316
ESP,Spain,ESP,2007,2,2007.25,2007-Q2,2007q2,0.017841649274055,-0.3639409996822174,-3.662278708323865
ESP,Spain,ESP,2007,3,2007.5,2007-Q3,2007q3,0.017870439349155,-0.367322050466929,-3.6572853137952315
ESP,Spain,ESP,2007,4,2007.75,2007-Q4,2007q4,0.0179409807032777,-0.36745354224416316,-3.6532142158668974
ESP,Spain,ESP,2008,1,2008.0,2008-Q1,2008q1,0.0179608503962853,-0.36321774737246715,-3.6563431203974743
ESP,Spain,ESP,2008,2,2008.25,2008-Q2,2008q2,0.0180593994555518,-0.36503134436101714,-3.6490576399231607
ESP,Spain,ESP,2008,3,2008.5,2008-Q3,2008q3,0.0181613051193183,-0.3588052843687528,-3.6496567562187323
ESP,Spain,ESP,2008,4,2008.75,2008-Q4,2008q4,0.0182553298377916,-0.33899244961744834,-3.664305746066904
ESP,Spain,ESP,2009,1,2009.0,2009-Q1,2009q1,0.018355953215474,-0.341125174545057,-3.6566761566398176
ESP,Spain,ESP,2009,2,2009.25,2009-Q2,2009q2,0.0186212713747522,-0.333313616635051,-3.6501371127672626
ESP,Spain,ESP,2009,3,2009.5,2009-Q3,2009q3,0.01879458211996,-0.3342881159255082,-3.639898519862544
ESP,Spain,ESP,2009,4,2009.75,2009-Q4,2009q4,0.0189103379637961,-0.3447356637063761,-3.623310860538972
ESP,Spain,ESP,2010,1,2010.0,2010-Q1,2010q1,0.0189850995351315,-0.3452752151257532,-3.618825627356154
ESP,Spain,ESP,2010,2,2010.25,2010-Q2,2010q2,0.0190644193679612,-0.3466449609436024,-3.613286580584275
ESP,Spain,ESP,2010,3,2010.5,2010-Q3,2010q3,0.0190814083449222,-0.35241808903642147,-3.6066227140226434
ESP,Spain,ESP,2010,4,2010.75,2010-Q4,2010q4,0.0191415593453356,-0.35429816964154615,-3.601595256136121
ESP,Spain,ESP,2011,1,2011.0,2011-Q1,2011q1,0.0192118453630835,-0.34786542214810323,-3.6043628220393074
ESP,Spain,ESP,2011,2,2011.25,2011-Q2,2011q2,0.0191475762934864,-0.3572501285637295,-3.5983290071104945
ESP,Spain,ESP,2011,3,2011.5,2011-Q3,2011q3,0.0192795956451425,-0.3472882541443627,-3.601419708637625
ESP,Spain,ESP,2011,4,2011.75,2011-Q4,2011q4,0.0193947676298847,-0.34564595495393435,-3.5971060041369074
ESP,Spain,ESP,2012,1,2012.0,2012-Q1,2012q1,0.0194363608715324,-0.34536858442504625,-3.5952411110149645
ESP,Spain,ESP,2012,2,2012.25,2012-Q2,2012q2,0.0194776559499508,-0.3449780616783582,-3.5935092574411143
ESP,Spain,ESP,2012,3,2012.5,2012-Q3,2012q3,0.0195928852925506,-0.3376237504339987,-3.594965023488431
ESP,Spain,ESP,2012,4,2012.75,2012-Q4,2012q4,0.0196668717854247,-0.32847853617736655,-3.6003411578541926
ESP,Spain,ESP,2013,1,2013.0,2013-Q1,2013q1,0.0197454970892034,-0.3363137762865933,-3.5885160328267065
ESP,Spain,ESP,2013,2,2013.25,2013-Q2,2013q2,0.0198337474508904,-0.33028697601821033,-3.590083399421607
ESP,Spain,ESP,2013,3,2013.5,2013-Q3,2013q3,0.0198320290669091,-0.33506324338717963,-3.5853937752061684
ESP,Spain,ESP,2013,4,2013.75,2013-Q4,2013q4,0.019860818512142,-0.3418221154012908,-3.5771842917072565
ESP,Spain,ESP,2014,1,2014.0,2014-Q1,2014q1,0.0199069685125358,-0.33062609022784306,-3.586059341811995
ESP,Spain,ESP,2014,2,2014.25,2014-Q2,2014q2,0.0198272362253428,-0.34280497489865613,-3.57789374467197
ESP,Spain,ESP,2014,3,2014.5,2014-Q3,2014q3,0.0198916589340519,-0.3467541152637801,-3.5707006688980423
ESP,Spain,ESP,2014,4,2014.75,2014-Q4,2014q4,0.0198983427503198,-0.3449238020860066,-3.572195027511964
ESP,Spain,ESP,2015,1,2015.0,2015-Q1,2015q1,0.0200214859220283,-0.3445369880400273,-3.566412297929807
ESP,Spain,ESP,2015,2,2015.25,2015-Q2,2015q2,0.0200576265305681,-0.3446468284541844,-3.564498993510398
ESP,Spain,ESP,2015,3,2015.5,2015-Q3,2015q3,0.0201211222966666,-0.3434244391519199,-3.562560716001918
ESP,Spain,ESP,2015,4,2015.75,2015-Q4,2015q4,0.0201309474193966,-0.33986072931806,-3.565636246072877
ESP,Spain,ESP,2016,1,2016.0,2016-Q1,2016q1,0.0201022985219298,-0.33959122122900265,-3.5673298949011962
ESP,Spain,ESP,2016,2,2016.25,2016-Q2,2016q2,0.0201365206258956,-0.3394328390536998,-3.5657873269521367
ESP,Spain,ESP,2016,3,2016.5,2016-Q3,2016q3,0.0201432124493954,-0.3418638762034192,-3.5630240222797473
ESP,Spain,ESP,2016,4,2016.75,2016-Q4,2016q4,0.0201472255520583,-0.3447859198890142,-3.559902769904685
ESP,Spain,ESP,2017,1,2017.0,2017-Q1,2017q1,0.0201342257542001,-0.347849940658187,-3.557484197493898
ESP,Spain,ESP,2017,2,2017.25,2017-Q2,2017q2,0.0202058477644715,-0.34515914230071587,-3.556624080878691
ESP,Spain,ESP,2017,3,2017.5,2017-Q3,2017q3,0.0201748012121219,-0.35053464779872634,-3.5527862702545336
ESP,Spain,ESP,2017,4,2017.75,2017-Q4,2017q4,0.0202226084854481,-0.35898124602001724,-3.541972822475212
ESP,Spain,ESP,2018,1,2018.0,2018-Q1,2018q1,0.0202055849457128,-0.36106013106068024,-3.5407360992675003
ESP,Spain,ESP,2018,2,2018.25,2018-Q2,2018q2,0.0201172374882102,-0.3661411401417545,-3.5400371048144135
ESP,Spain,ESP,2018,3,2018.5,2018-Q3,2018q3,0.020114296445997,-0.3710322417317431,-3.535292209045125
ESP,Spain,ESP,2018,4,2018.75,2018-Q4,2018q4,0.0200897201576982,-0.36921133168878395,-3.5383356979961684
ESP,Spain,ESP,2019,1,2019.0,2019-Q1,2019q1,0.0200612493680289,-0.37559670828800984,-3.5333685085429787
ESP,Spain,ESP,2019,2,2019.25,2019-Q2,2019q2,0.0200519783934529,-0.3827600094430834,-3.526667447664165
ESP,Spain,ESP,2019,3,2019.5,2019-Q3,2019q3,0.0200880412877077,-0.3873902546117498,-3.520240347175335
ESP,Spain,ESP,2019,4,2019.75,2019-Q4,2019q4,0.0200274517524469,-0.39263643407220084,-3.5180149248708936
ESP,Spain,ESP,2020,1,2020.0,2020-Q1,2020q1,0.0190158500439114,-0.4374109445700567,-3.525071490170335
ESP,Spain,ESP,2020,2,2020.25,2020-Q2,2020q2,0.016760895315098,-0.6163660360850947,-3.4723407295146393
ESP,Spain,ESP,2020,3,2020.5,2020-Q3,2020q3,0.018916006814511,-0.510530659096585,-3.4572161348528248
ESP,Spain,ESP,2020,4,2020.75,2020-Q4,2020q4,0.0188161498066714,-0.5021922899774784,-3.4708474556560525
ESP,Spain,ESP,2021,1,2021.0,2021-Q1,2021q1,0.0188888245535245,-0.5100303906997787,-3.4591544345639957
ESP,Spain,ESP,2021,2,2021.25,2021-Q2,2021q2,0.0189471987835094,-0.5146621450359015,-3.451437034795159
ESP,Spain,ESP,2021,3,2021.5,2021-Q3,2021q3,0.0190214839539135,-0.5075577748468221,-3.454628429351039
ESP,Spain,ESP,2021,4,2021.75,2021-Q4,2021q4,0.0191502063990218,-0.5044523808907311,-3.450989404506029
ESP,Spain,ESP,2022,1,2022.0,2022-Q1,2022q1,0.0192704883876545,-0.4819006451476495,-3.4672798072740325
ESP,Spain,ESP,2022,2,2022.25,2022-Q2,2022q2,0.0194988504725408,-0.46729069270307066,-3.470109072573105
ESP,Spain,ESP,2022,3,2022.5,2022-Q3,2022q3,0.0195896577832158,-0.4670214965116086,-3.465732019619404
ESP,Spain,ESP,2022,4,2022.75,2022-Q4,2022q4,0.0196777573642128,-0.46816065222117764,-3.460105696700712
ESP,Spain,ESP,2023,1,2023.0,2023-Q1,2023q1,0.0195402753603247,-0.47341311716298984,-3.4618644231684557
ESP,Spain,ESP,2023,2,2023.25,2023-Q2,2023q2,0.019301616451361,-0.4877517316913367,-3.4598147009305986
ESP,Spain,ESP,2023,3,2023.5,2023-Q3,2023q3,0.0193211589578195,-0.49509448986452265,-3.451459974667641
ESP,Spain,ESP,2023,4,2023.75,2023-Q4,2023q4,0.0194061359725144,-0.4992679326006382,-3.442898043077472
ESP,Spain,ESP,2024,1,2024.0,2024-Q1,2024q1,0.0195211943446189,-0.49800725180543726,-3.4382472623760774
ESP,Spain,ESP,2024,2,2024.25,2024-Q2,2024q2,0.0196262222820073,-0.49978653076050517,-3.4311022046068733
ESP,Spain,ESP,2024,3,2024.5,2024-Q3,2024q3,0.0196627772085151,-0.5041550789796325,-3.424872833382328
ESP,Spain,ESP,2024,4,2024.75,2024-Q4,2024q4,0.0196896883991284,-0.5085137968120925,-3.4191464149805246
ESP,Spain,ESP,2025,1,2025.0,2025-Q1,2025q1,0.0196478178518892,-0.4970203053060156,-3.43276869232189
ESP,Spain,ESP,2025,2,2025.25,2025-Q2,2025q2,0.0196666593092745,-0.5046654431455089,-3.4241650547037747
ESP,Spain,ESP,2025,3,2025.5,2025-Q3,2025q3,0.0196711611273594,-0.5152559188996424,-3.413345699054691
ESP,Spain,ESP,2025,4,2025.75,2025-Q4,2025q4,0.0196759906632078,-0.5149992871170426,-3.41335684745906
ESP,Spain,ESP,2026,1,2026.0,2026-Q1,2026q1,0.0197054787931307,-0.5239546700136324,-3.4029039005639166
FIN,Finland,FIN,1987,1,1987.0,1987-Q1,1987q1,0.0157903058608011,-0.137253047204263,-4.011106033159544
FIN,Finland,FIN,1987,2,1987.25,1987-Q2,1987q2,0.0160616322777431,-0.12232763582770456,-4.008994303577321
FIN,Finland,FIN,1987,3,1987.5,1987-Q3,1987q3,0.0161325885594472,-0.11981052057941532,-4.007103398084449
FIN,Finland,FIN,1987,4,1987.75,1987-Q4,1987q4,0.0164729939970525,-0.1098765011327405,-3.996156465295927
FIN,Finland,FIN,1988,1,1988.0,1988-Q1,1988q1,0.0166010756993423,-0.10308697977175596,-3.9952008047821894
FIN,Finland,FIN,1988,2,1988.25,1988-Q2,1988q2,0.0167376464519598,-0.10336977246508727,-3.9867250456076553
FIN,Finland,FIN,1988,3,1988.5,1988-Q3,1988q3,0.0169640702845652,-0.08972426013873447,-3.986933424079703
FIN,Finland,FIN,1988,4,1988.75,1988-Q4,1988q4,0.0173125082062997,-0.07654952008271954,-3.9797765009418815
FIN,Finland,FIN,1989,1,1989.0,1989-Q1,1989q1,0.0169552721590129,-0.10059060804949649,-3.9765858436399935
FIN,Finland,FIN,1989,2,1989.25,1989-Q2,1989q2,0.0172458976725796,-0.0881902543244264,-3.971990725545413
FIN,Finland,FIN,1989,3,1989.5,1989-Q3,1989q3,0.0174764353201365,-0.07866239460262658,-3.968239464002454
FIN,Finland,FIN,1989,4,1989.75,1989-Q4,1989q4,0.0175403674606862,-0.07481742192880159,-3.9684329204606597
FIN,Finland,FIN,1990,1,1990.0,1990-Q1,1990q1,0.017687459327584,-0.06239071224229198,-3.9725086908395837
FIN,Finland,FIN,1990,2,1990.25,1990-Q2,1990q2,0.017451707449693,-0.08406792835732801,-3.964249858643245
FIN,Finland,FIN,1990,3,1990.5,1990-Q3,1990q3,0.0171037365777161,-0.1070406045735055,-3.961417721453844
FIN,Finland,FIN,1990,4,1990.75,1990-Q4,1990q4,0.017067882720399,-0.10334659512305011,-3.9672101898717407
FIN,Finland,FIN,1991,1,1991.0,1991-Q1,1991q1,0.017525800705334,-0.07811182017610818,-3.9659693376090432
FIN,Finland,FIN,1991,2,1991.25,1991-Q2,1991q2,0.0173372413265358,-0.09622236974448173,-3.9586760435905863
FIN,Finland,FIN,1991,3,1991.5,1991-Q3,1991q3,0.0170192918753869,-0.11990330126557458,-3.953504460878292
FIN,Finland,FIN,1991,4,1991.75,1991-Q4,1991q4,0.0168755946003296,-0.131821863001369,-3.950064944267845
FIN,Finland,FIN,1992,1,1992.0,1992-Q1,1992q1,0.0180854451958881,-0.07291379226992323,-3.939734004752525
FIN,Finland,FIN,1992,2,1992.25,1992-Q2,1992q2,0.0179358037075347,-0.08799316346962227,-3.9329631932917333
FIN,Finland,FIN,1992,3,1992.5,1992-Q3,1992q3,0.0178277031030859,-0.10066464062423508,-3.92633703681781
FIN,Finland,FIN,1992,4,1992.75,1992-Q4,1992q4,0.017742450559031,-0.1146997375674439,-3.917095436585709
FIN,Finland,FIN,1993,1,1993.0,1993-Q1,1993q1,0.0187822931348095,-0.05634435134804283,-3.9184963561532795
FIN,Finland,FIN,1993,2,1993.25,1993-Q2,1993q2,0.0187896027271318,-0.05631908733848823,-3.9181325212234897
FIN,Finland,FIN,1993,3,1993.5,1993-Q3,1993q3,0.0189741527171447,-0.04570872630911138,-3.9189688829761833
FIN,Finland,FIN,1993,4,1993.75,1993-Q4,1993q4,0.0191330468147097,-0.045306239233380285,-3.9110320000444263
FIN,Finland,FIN,1994,1,1994.0,1994-Q1,1994q1,0.0193060881462901,-0.04026599034212319,-3.907068794478126
FIN,Finland,FIN,1994,2,1994.25,1994-Q2,1994q2,0.0194590231122755,-0.040735044250804986,-3.898709359013817
FIN,Finland,FIN,1994,3,1994.5,1994-Q3,1994q3,0.0200197332571626,-0.011249836192428475,-3.8997869928094486
FIN,Finland,FIN,1994,4,1994.75,1994-Q4,1994q4,0.0205065541202166,0.011583705729092397,-3.898594436482938
FIN,Finland,FIN,1995,1,1995.0,1995-Q1,1995q1,0.0205106040139542,0.009751040459229365,-3.896564298061107
FIN,Finland,FIN,1995,2,1995.25,1995-Q2,1995q2,0.0213155267943297,0.04460073888223404,-3.892920253229181
FIN,Finland,FIN,1995,3,1995.5,1995-Q3,1995q3,0.0210590261855432,0.026114052476689853,-3.8865400658247964
FIN,Finland,FIN,1995,4,1995.75,1995-Q4,1995q4,0.0209594447507593,0.016490228981147936,-3.881656139760222
FIN,Finland,FIN,1996,1,1996.0,1996-Q1,1996q1,0.0209053408312691,0.008902235516482726,-3.8766528460072065
FIN,Finland,FIN,1996,2,1996.25,1996-Q2,1996q2,0.0212658674107428,0.016253018082637016,-3.866904978655335
FIN,Finland,FIN,1996,3,1996.5,1996-Q3,1996q3,0.0212489163390901,0.013370820626186664,-3.864820201345753
FIN,Finland,FIN,1996,4,1996.75,1996-Q4,1996q4,0.0214688600427681,0.017902771541686846,-3.859054535395882
FIN,Finland,FIN,1997,1,1997.0,1997-Q1,1997q1,0.0212812651541,0.008176356593185385,-3.858104520138859
FIN,Finland,FIN,1997,2,1997.25,1997-Q2,1997q2,0.0218399473886396,0.023620272638287698,-3.8476348096916952
FIN,Finland,FIN,1997,3,1997.5,1997-Q3,1997q3,0.0222192755181452,0.0340405459523101,-3.8408356461984763
FIN,Finland,FIN,1997,4,1997.75,1997-Q4,1997q4,0.022590125521469,0.04634338146099459,-3.8365857734727253
FIN,Finland,FIN,1998,1,1998.0,1998-Q1,1998q1,0.0219673995182993,0.00935184886674989,-3.8275476135787225
FIN,Finland,FIN,1998,2,1998.25,1998-Q2,1998q2,0.0227184666819726,0.03654747656428947,-3.8211246515601
FIN,Finland,FIN,1998,3,1998.5,1998-Q3,1998q3,0.0222540638529924,0.0070632211639569675,-3.8122938631331165
FIN,Finland,FIN,1998,4,1998.75,1998-Q4,1998q4,0.022315384213962,-0.0010311091415391438,-3.8014478541633805
FIN,Finland,FIN,1999,1,1999.0,1999-Q1,1999q1,0.0224443654984376,-0.0003609278826419704,-3.7963547484370403
FIN,Finland,FIN,1999,2,1999.25,1999-Q2,1999q2,0.0222139267484544,-0.01716380512602278,-3.7898720506562644
FIN,Finland,FIN,1999,3,1999.5,1999-Q3,1999q3,0.0223006387234987,-0.02238444898858205,-3.7807555096283063
FIN,Finland,FIN,1999,4,1999.75,1999-Q4,1999q4,0.0224610622876842,-0.026707968143123928,-3.76926406577789
FIN,Finland,FIN,2000,1,2000.0,2000-Q1,2000q1,0.0232012371336769,0.018382179465429083,-3.781931856469562
FIN,Finland,FIN,2000,2,2000.25,2000-Q2,2000q2,0.02305624608394,-0.0033608534890094965,-3.766457712978382
FIN,Finland,FIN,2000,3,2000.5,2000-Q3,2000q3,0.0232135075083144,0.0016110437198637584,-3.764631993268185
FIN,Finland,FIN,2000,4,2000.75,2000-Q4,2000q4,0.0234831892710723,0.01216481394739688,-3.763635277931574
FIN,Finland,FIN,2001,1,2001.0,2001-Q1,2001q1,0.0235759946978799,0.020528800327884955,-3.768055058769466
FIN,Finland,FIN,2001,2,2001.25,2001-Q2,2001q2,0.023474613787198,0.0059609580360251435,-3.7577966641487146
FIN,Finland,FIN,2001,3,2001.5,2001-Q3,2001q3,0.0236465511363143,0.015076674106763388,-3.7596146781164084
FIN,Finland,FIN,2001,4,2001.75,2001-Q4,2001q4,0.023428804831702,-2.752351313528578e-06,-3.753786285582818
FIN,Finland,FIN,2002,1,2002.0,2002-Q1,2002q1,0.0236646226483399,-0.00042507982609141237,-3.7433489814842353
FIN,Finland,FIN,2002,2,2002.25,2002-Q2,2002q2,0.0238864099937564,0.004973117542335093,-3.73941871882049
FIN,Finland,FIN,2002,3,2002.5,2002-Q3,2002q3,0.0238263264631806,0.0018102674866180557,-3.738774423213636
FIN,Finland,FIN,2002,4,2002.75,2002-Q4,2002q4,0.0241085097175954,0.011708729721441102,-3.7368991302170524
FIN,Finland,FIN,2003,1,2003.0,2003-Q1,2003q1,0.0239074018426737,0.0032861940305992654,-3.736853361492301
FIN,Finland,FIN,2003,2,2003.25,2003-Q2,2003q2,0.0243284198013616,0.013374397971869456,-3.72948447083496
FIN,Finland,FIN,2003,3,2003.5,2003-Q3,2003q3,0.0246584649472925,0.009578693493232926,-3.7122137253671927
FIN,Finland,FIN,2003,4,2003.75,2003-Q4,2003q4,0.0248251573353962,0.010367746052564186,-3.7062654773432384
FIN,Finland,FIN,2004,1,2004.0,2004-Q1,2004q1,0.025134229836657,0.018594659627287236,-3.7021192830062644
FIN,Finland,FIN,2004,2,2004.25,2004-Q2,2004q2,0.0253524130493457,0.02217145272486265,-3.697052816876722
FIN,Finland,FIN,2004,3,2004.5,2004-Q3,2004q3,0.0253987523201764,0.019439625247812842,-3.692494852664845
FIN,Finland,FIN,2004,4,2004.75,2004-Q4,2004q4,0.0257598426417454,0.026895483564393974,-3.685833969956932
FIN,Finland,FIN,2005,1,2005.0,2005-Q1,2005q1,0.0258890756681634,0.023662404777604618,-3.6775965929061973
FIN,Finland,FIN,2005,2,2005.25,2005-Q2,2005q2,0.0255329678303263,0.012434102507073774,-3.6802189082524106
FIN,Finland,FIN,2005,3,2005.5,2005-Q3,2005q3,0.0258416354835759,0.022585589482111867,-3.678353898844701
FIN,Finland,FIN,2005,4,2005.75,2005-Q4,2005q4,0.0256411188673222,0.011312561506869212,-3.6748705718175594
FIN,Finland,FIN,2006,1,2006.0,2006-Q1,2006q1,0.0261956563789848,0.02469829051416328,-3.666859959535092
FIN,Finland,FIN,2006,2,2006.25,2006-Q2,2006q2,0.0263143024886142,0.031270361689672566,-3.668913028445211
FIN,Finland,FIN,2006,3,2006.5,2006-Q3,2006q3,0.0262800230243226,0.03246333082824071,-3.671409540078576
FIN,Finland,FIN,2006,4,2006.75,2006-Q4,2006q4,0.0263744007358045,0.03418376451121574,-3.669545172872611
FIN,Finland,FIN,2007,1,2007.0,2007-Q1,2007q1,0.0268523474120328,0.05213222610574064,-3.66953426106316
FIN,Finland,FIN,2007,2,2007.25,2007-Q2,2007q2,0.0271183259377517,0.05473316254966587,-3.662278708323865
FIN,Finland,FIN,2007,3,2007.5,2007-Q3,2007q3,0.0271935720278623,0.05251065768142027,-3.6572853137952315
FIN,Finland,FIN,2007,4,2007.75,2007-Q4,2007q4,0.0274330325622076,0.05720679212903601,-3.6532142158668974
FIN,Finland,FIN,2008,1,2008.0,2008-Q1,2008q1,0.0272559634573891,0.05386018105506407,-3.6563431203974743
FIN,Finland,FIN,2008,2,2008.25,2008-Q2,2008q2,0.026974254730312,0.036185243540888035,-3.6490576399231607
FIN,Finland,FIN,2008,3,2008.5,2008-Q3,2008q3,0.0271090967645698,0.04177082276571342,-3.6496567562187323
FIN,Finland,FIN,2008,4,2008.75,2008-Q4,2008q4,0.026423288948384,0.030796245500869457,-3.664305746066904
FIN,Finland,FIN,2009,1,2009.0,2009-Q1,2009q1,0.0250842808355115,-0.02883773392165434,-3.6566761566398176
FIN,Finland,FIN,2009,2,2009.25,2009-Q2,2009q2,0.0254398656255249,-0.02130070977243337,-3.6501371127672626
